,video-id,t-start,t-end,label
0,P01_32,9.3,10.3,46
1,P01_32,12.3,13.3,46
2,P01_32,16.4,17.4,46
3,P01_32,19.4,20.4,46
4,P01_32,21.9,22.9,46
5,P01_32,24.8,25.8,46
6,P01_32,27.6,28.6,46
7,P01_32,31.2,32.2,46
8,P01_32,115.3,116.3,22
9,P01_32,117.0,118.0,22
10,P01_32,118.5,119.5,22
11,P01_32,119.7,120.7,22
12,P01_32,121.3,122.3,22
13,P01_32,122.5,123.5,22
14,P01_32,125.9,126.9,22
15,P01_32,127.8,128.7,22
16,P01_32,195.2,196.2,22
17,P01_32,196.4,197.4,22
18,P01_32,197.9,198.9,22
19,P01_32,199.1,200.1,22
20,P01_32,200.4,201.4,22
21,P01_32,201.6,205.0,22
22,P01_32,206.3,207.3,22
23,P01_32,210.3,211.3,22
24,P01_32,341.3,342.3,22
25,P01_32,342.7,343.7,22
26,P01_32,344.4,345.4,22
27,P01_32,345.8,346.7,22
28,P01_32,347.4,348.4,22
29,P01_32,348.5,349.5,22
30,P01_32,350.9,351.9,22
31,P01_32,353.2,354.2,22
32,P01_32,355.7,359.0,22
